filename,width,height,class,xmin,ymin,xmax,ymax
IMG_20171127_114419.jpg,3348,5952,newcascade,2196,2214,2389,2343
IMG_20171127_114419.jpg,3348,5952,newcascade,132,2313,286,2415
IMG_20171127_114413.jpg,3348,5952,old-crappy_cascade,913,2458,1656,2953
IMG_20171127_114413.jpg,3348,5952,old-crappy_cascade,1064,3791,1363,3990
IMG_20171127_114413.jpg,3348,5952,old-crappy_cascade,2682,3518,2889,3656
IMG_20171127_114413.jpg,3348,5952,old-crappy_cascade,2660,2177,2867,2315
IMG_20171127_114413.jpg,3348,5952,old-crappy_cascade,1348,82,1555,220
IMG_20171127_114406.jpg,3348,5952,newcascade,2487,2255,2694,2393
IMG_20171127_114406.jpg,3348,5952,newcascade,1761,2101,1934,2216
IMG_20171127_114406.jpg,3348,5952,newcascade,756,3424,959,3559
IMG_20171127_114352.jpg,3348,5952,newcascade,2354,2020,2603,2186
IMG_20171127_114346.jpg,3348,5952,old-crappy_cascade,57,1701,949,2295
IMG_20171127_114346.jpg,3348,5952,old-crappy_cascade,105,4407,621,4751
IMG_20171127_114346.jpg,3348,5952,old-crappy_cascade,1615,2058,1973,2297
IMG_20171127_114346.jpg,3348,5952,old-crappy_cascade,296,2482,654,2721
IMG_20171127_114346.jpg,3348,5952,old-crappy_cascade,2150,4229,2399,4395
IMG_20171127_114346.jpg,3348,5952,old-crappy_cascade,1421,4986,1687,5163
IMG_20171127_114346.jpg,3348,5952,old-crappy_cascade,2971,1750,3220,1916
IMG_20171127_114346.jpg,3348,5952,old-crappy_cascade,2936,2513,3143,2651
IMG_20171127_114346.jpg,3348,5952,old-crappy_cascade,1537,5327,1744,5465
IMG_20171127_114346.jpg,3348,5952,old-crappy_cascade,2085,1557,2292,1695
IMG_20171127_114346.jpg,3348,5952,newcascade,1381,1665,1630,1831
IMG_20171127_114346.jpg,3348,5952,newcascade,1972,3016,2221,3182
IMG_20171127_114346.jpg,3348,5952,newcascade,148,2996,422,3178
IMG_20171127_114346.jpg,3348,5952,newcascade,25,2428,232,2566
IMG_20171127_114346.jpg,3348,5952,newcascade,830,3005,1058,3157
IMG_20171127_114346.jpg,3348,5952,newcascade,2261,1720,2434,1835
IMG_20171127_114340.jpg,3348,5952,old-crappy_cascade,2528,423,3147,836
IMG_20171127_114340.jpg,3348,5952,old-crappy_cascade,226,4648,742,4992
IMG_20171127_114352.jpg,3348,5952,newcascade,1884,4462,2242,4701
IMG_20171127_114352.jpg,3348,5952,newcascade,1829,1940,2233,2210
IMG_20171127_114352.jpg,3348,5952,newcascade,754,1932,1133,2185
IMG_20171127_114352.jpg,3348,5952,newcascade,2175,822,2605,1109
IMG_20171127_114406.jpg,3348,5952,newcascade,2916,2272,3114,2404
IMG_20171127_114401.jpg,3348,5952,old-crappy_cascade,1988,2325,2504,2669
IMG_20171127_114401.jpg,3348,5952,old-crappy_cascade,643,2773,1073,3060
IMG_20171127_114401.jpg,3348,5952,newcascade,421,1686,851,1973
IMG_20171127_114401.jpg,3348,5952,newcascade,1265,4207,1641,4458
IMG_20171127_114401.jpg,3348,5952,newcascade,2889,1765,3271,2020
IMG_20171127_114401.jpg,3348,5952,newcascade,2287,1742,2645,1981
IMG_20171127_114401.jpg,3348,5952,newcascade,792,1666,1150,1905
IMG_20171127_114401.jpg,3348,5952,newcascade,2729,4374,3087,4613
IMG_20171127_114419.jpg,3348,5952,old-crappy_cascade,345,1644,552,1782
IMG_20171127_114401.jpg,3348,5952,newcascade,2343,4328,2725,4583
IMG_20171127_114401.jpg,3348,5952,newcascade,2914,4062,3213,4261
IMG_20171127_114401.jpg,3348,5952,newcascade,1594,3929,1893,4128
IMG_20171127_114401.jpg,3348,5952,newcascade,2185,3097,2484,3296
IMG_20171127_114401.jpg,3348,5952,newcascade,1654,3046,1963,3252
IMG_20171127_114401.jpg,3348,5952,newcascade,1612,4089,1861,4255
IMG_20171127_114401.jpg,3348,5952,newcascade,1596,3074,1858,3248
IMG_20171127_114401.jpg,3348,5952,newcascade,535,4214,725,4340
IMG_20171127_114352.jpg,3348,5952,old-crappy_cascade,1839,2041,2088,2207
IMG_20171127_114352.jpg,3348,5952,old-crappy_cascade,974,5560,1181,5698
IMG_20171127_114401.jpg,3348,5952,newcascade,2420,4722,2719,4921
IMG_20171127_114419.jpg,3348,5952,old-crappy_cascade,658,3712,865,3850
IMG_20171127_114419.jpg,3348,5952,old-crappy_cascade,553,4967,760,5105
IMG_20171127_114419.jpg,3348,5952,old-crappy_cascade,2821,3540,3028,3678
IMG_20171127_182814.jpg,4640,2610,newcascade,154,1760,403,1926
IMG_20171127_182814.jpg,4640,2610,newcascade,3013,555,3262,721
IMG_20171127_182814.jpg,4640,2610,newcascade,792,2247,1058,2424
IMG_20171127_182814.jpg,4640,2610,newcascade,2358,1915,2607,2081
IMG_20171127_182814.jpg,4640,2610,newcascade,1790,532,2039,698
IMG_20171127_182814.jpg,4640,2610,newcascade,1754,658,2003,824
IMG_20171127_182814.jpg,4640,2610,newcascade,3540,1956,3747,2094
IMG_20171127_182814.jpg,4640,2610,newcascade,2909,2359,3116,2497
IMG_20171127_182615.jpg,4640,2610,old-crappy_cascade,1170,63,1528,302
IMG_20171127_182615.jpg,4640,2610,old-crappy_cascade,3383,1210,3741,1449
IMG_20171127_182615.jpg,4640,2610,newcascade,4143,297,4316,412
IMG_20171127_182609.jpg,4640,2610,newcascade,3506,594,4125,1007
IMG_20171127_182609.jpg,4640,2610,newcascade,1906,688,2180,870
IMG_20171127_182609.jpg,4640,2610,newcascade,4349,577,4556,715
IMG_20171127_182609.jpg,4640,2610,newcascade,3211,662,3384,777
IMG_20171127_182602.jpg,4640,2610,newcascade,1182,854,1801,1267
IMG_20171127_182559.jpg,4640,2610,old-crappy_cascade,1032,138,1548,482
IMG_20171127_182559.jpg,4640,2610,old-crappy_cascade,3288,1370,3562,1552
IMG_20171127_182559.jpg,4640,2610,newcascade,2710,1288,3392,1742
IMG_20171127_182814.jpg,4640,2610,newcascade,668,2204,1062,2467
IMG_20171127_182814.jpg,4640,2610,newcascade,1380,2152,1832,2453
IMG_20171127_182814.jpg,4640,2610,newcascade,1683,777,2199,1121
IMG_20171127_182814.jpg,4640,2610,old-crappy_cascade,2161,926,2368,1064
IMG_20171127_182830.jpg,2610,4640,newcascade,2044,1550,2426,1805
IMG_20171127_182830.jpg,2610,4640,newcascade,619,512,952,734
IMG_20171127_182830.jpg,2610,4640,newcascade,1059,1536,1420,1777
IMG_20171127_182830.jpg,2610,4640,newcascade,797,2523,1202,2793
IMG_20171127_182830.jpg,2610,4640,newcascade,1966,1517,2215,1683
IMG_20171127_182830.jpg,2610,4640,newcascade,1964,2618,2238,2800
IMG_20171127_182830.jpg,2610,4640,newcascade,914,3811,1087,3926
IMG_20171127_182827.jpg,2610,4640,old-crappy_cascade,239,3248,597,3487
IMG_20171127_182827.jpg,2610,4640,old-crappy_cascade,742,2602,991,2768
IMG_20171127_182559.jpg,4640,2610,newcascade,2709,589,3225,933
IMG_20171127_182827.jpg,2610,4640,newcascade,328,3008,947,3421
IMG_20171127_182827.jpg,2610,4640,newcascade,1844,3267,2202,3506
IMG_20171127_182827.jpg,2610,4640,newcascade,382,3227,710,3446
IMG_20171127_182827.jpg,2610,4640,newcascade,1125,2244,1424,2443
IMG_20171127_182827.jpg,2610,4640,newcascade,778,2632,1052,2814
IMG_20171127_182827.jpg,2610,4640,newcascade,1169,4308,1418,4474
IMG_20171127_182814.jpg,4640,2610,old-crappy_cascade,2083,802,2702,1215
IMG_20171127_182814.jpg,4640,2610,old-crappy_cascade,992,875,1350,1114
IMG_20171127_182814.jpg,4640,2610,old-crappy_cascade,1376,729,1734,968
IMG_20171127_182814.jpg,4640,2610,old-crappy_cascade,2657,912,3015,1151
IMG_20171127_182827.jpg,2610,4640,newcascade,1673,3241,2103,3528
IMG_20171127_114340.jpg,3348,5952,old-crappy_cascade,1474,1306,1904,1593
IMG_20171127_182559.jpg,4640,2610,newcascade,1356,1410,1684,1629
IMG_20171127_182556.jpg,4640,2610,newcascade,2809,1052,3701,1646
IMG_20171127_114424.jpg,3348,5952,old-crappy_cascade,31,1794,238,1932
IMG_20171127_114424.jpg,3348,5952,old-crappy_cascade,2154,5317,2298,5413
IMG_20171127_114424.jpg,3348,5952,old-crappy_cascade,2228,3104,2360,3192
IMG_20171127_114424.jpg,3348,5952,newcascade,1085,1703,1446,1944
IMG_20171127_114424.jpg,3348,5952,newcascade,592,1750,841,1916
IMG_20171127_114424.jpg,3348,5952,newcascade,3030,5496,3279,5662
IMG_20171127_114424.jpg,3348,5952,newcascade,56,3605,365,3811
IMG_20171127_114424.jpg,3348,5952,newcascade,565,3020,831,3197
IMG_20171127_114424.jpg,3348,5952,newcascade,1313,2902,1562,3068
IMG_20171127_114424.jpg,3348,5952,newcascade,1064,2898,1313,3064
IMG_20171127_114424.jpg,3348,5952,newcascade,884,4580,1091,4718
IMG_20171127_114424.jpg,3348,5952,newcascade,1416,3704,1654,3863
IMG_20171127_114424.jpg,3348,5952,newcascade,759,3693,966,3831
IMG_20171127_114424.jpg,3348,5952,newcascade,491,1049,678,1173
IMG_20171127_114424.jpg,3348,5952,newcascade,637,1778,810,1893
IMG_20171127_114424.jpg,3348,5952,newcascade,2220,3096,2441,3243
IMG_20171127_114419.jpg,3348,5952,old-crappy_cascade,500,4820,1392,5414
IMG_20171127_114419.jpg,3348,5952,old-crappy_cascade,12,1817,755,2312
IMG_20171127_114419.jpg,3348,5952,old-crappy_cascade,93,2237,451,2476
IMG_20171127_114424.jpg,3348,5952,old-crappy_cascade,476,1046,683,1184
IMG_20171127_114424.jpg,3348,5952,old-crappy_cascade,213,5590,420,5728
IMG_20171127_114424.jpg,3348,5952,old-crappy_cascade,2528,2362,2777,2528
IMG_20171127_114424.jpg,3348,5952,old-crappy_cascade,208,2886,507,3085
IMG_20171127_182556.jpg,4640,2610,newcascade,888,1219,1404,1563
IMG_20171127_182556.jpg,4640,2610,newcascade,764,1224,1280,1568
IMG_20171127_182556.jpg,4640,2610,newcascade,1412,1248,1770,1487
IMG_20171127_182556.jpg,4640,2610,newcascade,2904,1243,3317,1519
IMG_20171127_114429.jpg,3348,5952,old-crappy_cascade,1027,4603,1457,4890
IMG_20171127_114429.jpg,3348,5952,old-crappy_cascade,1762,4289,1969,4427
IMG_20171127_114429.jpg,3348,5952,old-crappy_cascade,1842,3288,2049,3426
IMG_20171127_114429.jpg,3348,5952,newcascade,426,2483,942,2827
IMG_20171127_114429.jpg,3348,5952,newcascade,649,418,975,635
IMG_20171127_182556.jpg,4640,2610,old-crappy_cascade,663,2109,870,2247
IMG_20171127_114429.jpg,3348,5952,newcascade,2488,410,2737,576
IMG_20171127_114429.jpg,3348,5952,newcascade,2391,5212,2665,5394
IMG_20171127_114429.jpg,3348,5952,newcascade,1411,1370,1618,1508
IMG_20171127_114429.jpg,3348,5952,newcascade,3003,2035,3238,2192
IMG_20171127_114429.jpg,3348,5952,newcascade,2899,3298,3127,3450
IMG_20171127_114429.jpg,3348,5952,newcascade,1285,2070,1458,2185
IMG_20171127_114429.jpg,3348,5952,newcascade,624,2050,797,2165
IMG_20171127_114429.jpg,3348,5952,newcascade,739,1374,905,1484
IMG_20171127_114424.jpg,3348,5952,old-crappy_cascade,2808,4335,3238,4622
IMG_20171127_114424.jpg,3348,5952,old-crappy_cascade,3042,5502,3341,5701
IMG_20171127_114429.jpg,3348,5952,newcascade,383,1152,632,1318
IMG_20171127_182830.jpg,2610,4640,newcascade,560,442,1054,772
IMG_20171127_114340.jpg,3348,5952,old-crappy_cascade,2742,2944,3100,3183
IMG_20171127_114340.jpg,3348,5952,old-crappy_cascade,2915,4724,3035,4804
IMG_20171127_114248.jpg,3348,5952,old-crappy_cascade,444,3907,874,4194
IMG_20171127_114248.jpg,3348,5952,old-crappy_cascade,82,2910,512,3197
IMG_20171127_114248.jpg,3348,5952,old-crappy_cascade,2082,2293,2440,2532
IMG_20171127_114248.jpg,3348,5952,old-crappy_cascade,2472,3703,2771,3902
IMG_20171127_114248.jpg,3348,5952,old-crappy_cascade,428,5010,677,5176
IMG_20171127_114248.jpg,3348,5952,old-crappy_cascade,1077,4987,1326,5153
IMG_20171127_114248.jpg,3348,5952,old-crappy_cascade,1721,3652,1970,3818
IMG_20171127_114248.jpg,3348,5952,old-crappy_cascade,1685,2599,1934,2765
IMG_20171127_114248.jpg,3348,5952,old-crappy_cascade,1144,1421,1351,1559
IMG_20171127_114248.jpg,3348,5952,old-crappy_cascade,1763,4547,1970,4685
IMG_20171127_114248.jpg,3348,5952,old-crappy_cascade,2304,4538,2511,4676
IMG_20171127_114248.jpg,3348,5952,old-crappy_cascade,2855,4528,3062,4666
IMG_20171127_114248.jpg,3348,5952,old-crappy_cascade,1718,3664,1925,3802
IMG_20171127_114248.jpg,3348,5952,old-crappy_cascade,1774,4851,1918,4947
IMG_20171127_114248.jpg,3348,5952,newcascade,2504,2657,3020,3001
IMG_20171127_114248.jpg,3348,5952,newcascade,442,1464,872,1751
IMG_20171127_114248.jpg,3348,5952,newcascade,1744,4493,2194,4793
IMG_20171127_114248.jpg,3348,5952,newcascade,1724,2732,2157,3021
IMG_20171127_114248.jpg,3348,5952,newcascade,2607,2706,2965,2945
IMG_20171127_114248.jpg,3348,5952,old-crappy_cascade,2302,4551,2732,4838
IMG_20171127_114248.jpg,3348,5952,newcascade,2968,2696,3326,2935
IMG_20171127_114248.jpg,3348,5952,old-crappy_cascade,1751,4560,2181,4847
IMG_20171127_114248.jpg,3348,5952,old-crappy_cascade,76,3040,592,3384
IMG_20171127_114253.jpg,3348,5952,newcascade,2578,4749,3008,5036
IMG_20171127_114253.jpg,3348,5952,newcascade,2808,3276,3290,3597
IMG_20171127_114253.jpg,3348,5952,newcascade,168,4760,526,4999
IMG_20171127_114253.jpg,3348,5952,newcascade,1148,3347,1506,3586
IMG_20171127_114253.jpg,3348,5952,newcascade,2110,3317,2504,3580
IMG_20171127_114253.jpg,3348,5952,newcascade,1400,4580,1758,4819
IMG_20171127_114253.jpg,3348,5952,newcascade,846,4814,1145,5013
IMG_20171127_114253.jpg,3348,5952,newcascade,888,2396,1187,2595
IMG_20171127_114253.jpg,3348,5952,newcascade,1106,4837,1355,5003
IMG_20171127_114253.jpg,3348,5952,newcascade,1122,3379,1402,3565
IMG_20171127_114253.jpg,3348,5952,newcascade,2525,1245,2810,1435
IMG_20171127_114253.jpg,3348,5952,newcascade,412,4652,661,4818
IMG_20171127_114253.jpg,3348,5952,newcascade,440,2220,722,2408
IMG_20171127_114253.jpg,3348,5952,newcascade,2810,2204,3112,2405
IMG_20171127_114253.jpg,3348,5952,newcascade,1410,2228,1664,2397
IMG_20171127_114253.jpg,3348,5952,newcascade,2838,3387,3094,3558
IMG_20171127_114253.jpg,3348,5952,newcascade,1975,1995,2227,2163
IMG_20171127_114253.jpg,3348,5952,newcascade,1071,5438,1278,5576
IMG_20171127_114248.jpg,3348,5952,old-crappy_cascade,1024,619,1643,1032
IMG_20171127_114248.jpg,3348,5952,old-crappy_cascade,410,2877,926,3221
IMG_20171127_114248.jpg,3348,5952,newcascade,2496,3642,2897,3910
IMG_20171127_114248.jpg,3348,5952,newcascade,1753,2972,2111,3211
IMG_20171127_114248.jpg,3348,5952,newcascade,807,4972,1121,5181
IMG_20171127_114248.jpg,3348,5952,newcascade,847,4452,1020,4567
IMG_20171127_114243.jpg,3348,5952,old-crappy_cascade,1746,1305,2262,1649
IMG_20171127_114243.jpg,3348,5952,old-crappy_cascade,1442,5149,1872,5436
IMG_20171127_114243.jpg,3348,5952,old-crappy_cascade,1294,92,1652,331
IMG_20171127_114243.jpg,3348,5952,old-crappy_cascade,2928,1944,3286,2183
IMG_20171127_114243.jpg,3348,5952,old-crappy_cascade,2873,4143,3172,4342
IMG_20171127_114243.jpg,3348,5952,old-crappy_cascade,1794,5124,2043,5290
IMG_20171127_114243.jpg,3348,5952,old-crappy_cascade,2963,2260,3170,2398
IMG_20171127_114243.jpg,3348,5952,newcascade,1761,5106,2277,5450
IMG_20171127_114243.jpg,3348,5952,newcascade,621,2787,1080,3093
IMG_20171127_114243.jpg,3348,5952,newcascade,731,5119,1190,5425
IMG_20171127_114243.jpg,3348,5952,newcascade,2816,4097,3174,4336
IMG_20171127_114243.jpg,3348,5952,newcascade,2993,4092,3292,4291
IMG_20171127_114243.jpg,3348,5952,newcascade,2912,5244,3231,5456
IMG_20171127_114243.jpg,3348,5952,newcascade,766,3959,1065,4158
IMG_20171127_114243.jpg,3348,5952,newcascade,2329,4396,2628,4595
IMG_20171127_114243.jpg,3348,5952,newcascade,1751,5166,2060,5372
IMG_20171127_114243.jpg,3348,5952,newcascade,1682,2853,1998,3064
IMG_20171127_114243.jpg,3348,5952,newcascade,1437,924,1711,1106
IMG_20171127_114248.jpg,3348,5952,newcascade,531,3061,738,3199
IMG_20171127_114248.jpg,3348,5952,newcascade,2738,5391,2945,5529
IMG_20171127_114248.jpg,3348,5952,newcascade,2184,2607,2391,2745
IMG_20171127_114248.jpg,3348,5952,newcascade,428,1886,678,2053
IMG_20171127_114248.jpg,3348,5952,newcascade,2891,2697,3229,2923
IMG_20171127_114248.jpg,3348,5952,newcascade,2091,2742,2397,2945
IMG_20171127_114248.jpg,3348,5952,newcascade,2337,978,2665,1197
IMG_20171127_114248.jpg,3348,5952,newcascade,1243,3154,1542,3353
IMG_20171127_114248.jpg,3348,5952,newcascade,2364,4547,2683,4759
IMG_20171127_114248.jpg,3348,5952,newcascade,2290,4521,2589,4720
IMG_20171127_114248.jpg,3348,5952,newcascade,2903,4519,3248,4749
IMG_20171127_114248.jpg,3348,5952,newcascade,410,2915,738,3134
IMG_20171127_114248.jpg,3348,5952,newcascade,491,2882,829,3108
IMG_20171127_114253.jpg,3348,5952,newcascade,1376,2122,1892,2466
IMG_20171127_114248.jpg,3348,5952,newcascade,705,4964,954,5130
IMG_20171127_114248.jpg,3348,5952,newcascade,1689,1982,1960,2163
IMG_20171127_114248.jpg,3348,5952,newcascade,523,1334,772,1500
IMG_20171127_114248.jpg,3348,5952,newcascade,2532,2718,2841,2924
IMG_20171127_114248.jpg,3348,5952,newcascade,1616,1012,1865,1178
IMG_20171127_114248.jpg,3348,5952,newcascade,1826,5352,2112,5543
IMG_20171127_114248.jpg,3348,5952,newcascade,1887,824,2136,990
IMG_20171127_114248.jpg,3348,5952,newcascade,2476,3659,2776,3859
IMG_20171127_114248.jpg,3348,5952,newcascade,1793,3676,2067,3858
IMG_20171127_114248.jpg,3348,5952,newcascade,468,2922,717,3088
IMG_20171127_114248.jpg,3348,5952,newcascade,612,4968,886,5150
IMG_20171127_114253.jpg,3348,5952,old-crappy_cascade,2860,3837,3067,3975
IMG_20171127_114253.jpg,3348,5952,old-crappy_cascade,2139,5810,2346,5948
IMG_20171127_114253.jpg,3348,5952,old-crappy_cascade,1106,4875,1355,5041
IMG_20171127_114329.jpg,3348,5952,newcascade,1255,2814,1504,2980
IMG_20171127_114329.jpg,3348,5952,newcascade,280,3436,529,3602
IMG_20171127_114329.jpg,3348,5952,newcascade,730,5151,1012,5339
IMG_20171127_114329.jpg,3348,5952,newcascade,2866,4398,3115,4564
IMG_20171127_114329.jpg,3348,5952,newcascade,1360,1514,1609,1680
IMG_20171127_114329.jpg,3348,5952,newcascade,1600,2118,1828,2270
IMG_20171127_114329.jpg,3348,5952,newcascade,905,3458,1186,3646
IMG_20171127_114329.jpg,3348,5952,newcascade,1135,4195,1298,4304
IMG_20171127_114324.jpg,3348,5952,old-crappy_cascade,1612,442,2504,1036
IMG_20171127_114324.jpg,3348,5952,old-crappy_cascade,334,1243,583,1409
IMG_20171127_114324.jpg,3348,5952,old-crappy_cascade,2959,1928,3166,2066
IMG_20171127_114324.jpg,3348,5952,newcascade,2894,2914,3252,3153
IMG_20171127_114324.jpg,3348,5952,newcascade,1777,2436,2051,2618
IMG_20171127_114324.jpg,3348,5952,newcascade,538,1076,787,1242
IMG_20171127_114324.jpg,3348,5952,newcascade,2977,1938,3226,2104
IMG_20171127_114324.jpg,3348,5952,newcascade,329,3657,578,3823
IMG_20171127_114324.jpg,3348,5952,newcascade,201,2358,436,2515
IMG_20171127_114319.jpg,3348,5952,old-crappy_cascade,385,4108,901,4452
IMG_20171127_114319.jpg,3348,5952,old-crappy_cascade,1942,4694,2458,5038
IMG_20171127_114329.jpg,3348,5952,newcascade,1945,698,2194,864
IMG_20171127_114329.jpg,3348,5952,newcascade,1008,2784,1257,2950
IMG_20171127_114329.jpg,3348,5952,newcascade,1079,4171,1328,4337
IMG_20171127_114329.jpg,3348,5952,newcascade,1270,5180,1598,5399
IMG_20171127_114340.jpg,3348,5952,newcascade,1006,1800,1625,2213
IMG_20171127_114340.jpg,3348,5952,newcascade,1349,1697,1556,1835
IMG_20171127_114329.jpg,3348,5952,old-crappy_cascade,2591,3512,3021,3799
IMG_20171127_114329.jpg,3348,5952,old-crappy_cascade,897,3425,1327,3712
IMG_20171127_114329.jpg,3348,5952,old-crappy_cascade,1539,4669,1969,4956
IMG_20171127_114329.jpg,3348,5952,old-crappy_cascade,2740,4612,3170,4899
IMG_20171127_114329.jpg,3348,5952,old-crappy_cascade,70,5049,500,5336
IMG_20171127_114329.jpg,3348,5952,old-crappy_cascade,1546,3479,1904,3718
IMG_20171127_114329.jpg,3348,5952,old-crappy_cascade,591,3425,997,3696
IMG_20171127_114319.jpg,3348,5952,old-crappy_cascade,1849,4150,2279,4437
IMG_20171127_114329.jpg,3348,5952,old-crappy_cascade,267,3421,666,3687
IMG_20171127_114329.jpg,3348,5952,old-crappy_cascade,31,1406,280,1572
IMG_20171127_114329.jpg,3348,5952,old-crappy_cascade,1849,1424,1993,1520
IMG_20171127_114329.jpg,3348,5952,newcascade,2316,1644,3059,2139
IMG_20171127_114329.jpg,3348,5952,newcascade,2204,3460,2634,3747
IMG_20171127_114329.jpg,3348,5952,newcascade,1541,3431,1971,3718
IMG_20171127_114329.jpg,3348,5952,newcascade,773,5114,1131,5353
IMG_20171127_114329.jpg,3348,5952,newcascade,1884,3483,2222,3709
IMG_20171127_114329.jpg,3348,5952,newcascade,42,2094,370,2313
IMG_20171127_114329.jpg,3348,5952,newcascade,417,5302,716,5501
IMG_20171127_114329.jpg,3348,5952,old-crappy_cascade,1988,3548,2287,3747
IMG_20171127_114340.jpg,3348,5952,old-crappy_cascade,3090,4790,3210,4870
IMG_20171127_114319.jpg,3348,5952,old-crappy_cascade,945,4103,1357,4378
IMG_20171127_114319.jpg,3348,5952,old-crappy_cascade,2803,65,3010,203
IMG_20171127_114258.jpg,3348,5952,newcascade,1994,1284,2313,1496
IMG_20171127_114258.jpg,3348,5952,newcascade,2980,1136,3279,1335
IMG_20171127_114258.jpg,3348,5952,newcascade,2160,2542,2459,2741
IMG_20171127_114258.jpg,3348,5952,newcascade,1232,2516,1531,2715
IMG_20171127_114258.jpg,3348,5952,newcascade,2572,3402,2889,3613
IMG_20171127_114258.jpg,3348,5952,newcascade,2405,2560,2654,2726
IMG_20171127_114258.jpg,3348,5952,newcascade,71,4908,299,5060
IMG_20171127_114258.jpg,3348,5952,newcascade,1753,3454,1977,3604
IMG_20171127_114258.jpg,3348,5952,newcascade,2948,4707,3183,4864
IMG_20171127_114258.jpg,3348,5952,newcascade,1789,2568,2033,2731
IMG_20171127_114258.jpg,3348,5952,newcascade,632,2540,919,2731
IMG_20171127_114258.jpg,3348,5952,newcascade,1262,2577,1503,2738
IMG_20171127_114258.jpg,3348,5952,newcascade,716,810,944,962
IMG_20171127_114253.jpg,3348,5952,old-crappy_cascade,2179,4888,2922,5383
IMG_20171127_114253.jpg,3348,5952,old-crappy_cascade,885,2126,1504,2539
IMG_20171127_114253.jpg,3348,5952,old-crappy_cascade,408,2180,924,2524
IMG_20171127_114253.jpg,3348,5952,old-crappy_cascade,2782,2159,3298,2503
IMG_20171127_114253.jpg,3348,5952,old-crappy_cascade,799,3382,1208,3655
IMG_20171127_114253.jpg,3348,5952,old-crappy_cascade,1378,2206,1677,2405
IMG_20171127_114258.jpg,3348,5952,newcascade,2247,3420,2546,3619
IMG_20171127_114258.jpg,3348,5952,newcascade,1786,3409,2114,3628
IMG_20171127_114258.jpg,3348,5952,newcascade,656,2490,1050,2753
IMG_20171127_114258.jpg,3348,5952,newcascade,1242,2492,1672,2779
IMG_20171127_114319.jpg,3348,5952,old-crappy_cascade,599,933,719,1013
IMG_20171127_114319.jpg,3348,5952,newcascade,964,4072,1394,4359
IMG_20171127_114319.jpg,3348,5952,newcascade,490,3050,920,3337
IMG_20171127_114319.jpg,3348,5952,newcascade,1170,2159,1600,2446
IMG_20171127_114319.jpg,3348,5952,newcascade,2379,1044,2678,1243
IMG_20171127_114319.jpg,3348,5952,newcascade,2736,3046,3035,3245
